retailer,invoice_date,region,state,city,product,price_per_unit,units_sold,revenue,profit,sales_method,profit_margin
West Gear,2021-12-16,Southeast,Florida,Orlando,Men's Apparel,64,179,11456,298,Outlet,2.6
Foot Locker,2021-03-17,Midwest,Missouri,St. Louis,Men's Street Footwear,34,186,6324,323,Online,5.11
Sports Direct,2021-05-10,Midwest,North Dakota,Fargo,Women's Street Footwear,40,175,7000,2100,In-store,30.0
West Gear,2021-08-11,West,Utah,Salt Lake City,Men's Athletic Footwear,28,179,5012,211,Outlet,4.21
West Gear,2021-11-17,South,Louisiana,New Orleans,Women's Apparel,81,174,14094,677,Online,4.8
West Gear,2020-02-19,West,Nevada,Las Vegas,Men's Street Footwear,41,186,7626,290,Outlet,3.8
Sports Direct,2021-06-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30,175,5250,1575,In-store,30.0
West Gear,2021-06-24,West,Oregon,Portland,Women's Athletic Footwear,62,179,11098,455,Outlet,4.1
Foot Locker,2021-02-04,South,Louisiana,New Orleans,Men's Athletic Footwear,32,174,5568,234,Online,4.2
West Gear,2021-10-24,West,Oregon,Portland,Men's Athletic Footwear,37,179,6623,252,Outlet,3.8
Sports Direct,2021-06-09,Midwest,North Dakota,Fargo,Men's Apparel,40,175,7000,2450,In-store,35.0
Walmart,2021-07-16,Southeast,Florida,Orlando,Women's Athletic Footwear,59,186,10974,362,Outlet,3.3
Foot Locker,2021-07-23,Southeast,Virginia,Richmond,Women's Apparel,82,186,15252,503,Outlet,3.3
West Gear,2021-06-04,West,Idaho,Boise,Women's Street Footwear,47,174,8178,393,Online,4.81
Sports Direct,2021-07-08,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40,175,7000,2100,In-store,30.0
West Gear,2021-06-04,West,Idaho,Boise,Women's Street Footwear,34,186,6324,259,Outlet,4.1
Walmart,2021-04-20,South,Arkansas,Little Rock,Men's Street Footwear,23,174,4002,216,Online,5.4
West Gear,2021-03-16,South,Louisiana,New Orleans,Men's Street Footwear,29,179,5191,239,Outlet,4.6
Amazon,2021-12-10,Northeast,Vermont,Burlington,Men's Street Footwear,48,186,8928,429,Outlet,4.81
Sports Direct,2021-10-19,South,Texas,Dallas,Women's Athletic Footwear,59,173,10207,633,Online,6.2
Sports Direct,2021-10-04,West,Idaho,Boise,Women's Street Footwear,31,179,5549,233,Outlet,4.2
Kohl's,2021-01-09,Midwest,Montana,Billings,Men's Street Footwear,32,173,5536,304,Online,5.49
Sports Direct,2021-08-09,Midwest,North Dakota,Fargo,Men's Apparel,50,175,8750,3063,In-store,35.01
Kohl's,2021-02-27,Midwest,Montana,Billings,Men's Athletic Footwear,42,173,7266,298,Online,4.1
Amazon,2021-02-19,Northeast,Vermont,Burlington,Men's Street Footwear,34,186,6324,278,Outlet,4.4
Sports Direct,2021-09-10,Midwest,North Dakota,Fargo,Women's Street Footwear,30,175,5250,1575,In-store,30.0
Amazon,2021-03-10,Northeast,Vermont,Burlington,Men's Street Footwear,35,185,6475,317,Outlet,4.9
Foot Locker,2021-11-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40,175,7000,2100,In-store,30.0
Sports Direct,2021-05-03,South,Tennessee,Knoxville,Men's Street Footwear,33,173,5709,325,Online,5.69
Foot Locker,2021-03-05,Midwest,Iowa,Des Moines,Men's Athletic Footwear,20,175,3500,1225,In-store,35.0
Foot Locker,2021-04-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,20,175,3500,1225,In-store,35.0
Walmart,2020-09-15,South,Texas,Houston,Men's Apparel,35,184,6440,238,Outlet,3.7
Sports Direct,2021-09-20,South,Texas,Dallas,Men's Apparel,39,184,7176,273,Outlet,3.8
Sports Direct,2021-09-25,South,Alabama,Birmingham,Men's Athletic Footwear,23,173,3979,219,Outlet,5.5
Foot Locker,2021-04-06,Midwest,Iowa,Des Moines,Women's Street Footwear,10,175,1750,525,In-store,30.0
Walmart,2021-05-18,Southeast,Florida,Orlando,Women's Apparel,48,173,8304,390,Outlet,4.7
Walmart,2021-11-17,Southeast,Florida,Orlando,Women's Street Footwear,44,173,7612,282,Outlet,3.7
Foot Locker,2021-06-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25,175,4375,1313,In-store,30.01
Foot Locker,2021-10-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,39,173,6747,256,Outlet,3.79
Foot Locker,2021-06-06,Midwest,Iowa,Des Moines,Men's Apparel,35,175,6125,3063,In-store,50.01
Foot Locker,2021-11-24,Southeast,Virginia,Richmond,Men's Street Footwear,34,173,5882,247,Outlet,4.2
Foot Locker,2021-07-05,Midwest,Iowa,Des Moines,Women's Athletic Footwear,40,175,7000,2100,In-store,30.0
Sports Direct,2021-03-24,South,Tennessee,Knoxville,Women's Street Footwear,22,166,3652,157,Outlet,4.3
West Gear,2021-05-25,West,Oregon,Portland,Women's Apparel,46,173,7958,286,Outlet,3.59
Foot Locker,2021-08-06,Midwest,Iowa,Des Moines,Men's Apparel,50,175,8750,4375,In-store,50.0
Sports Direct,2021-09-26,South,Alabama,Birmingham,Women's Street Footwear,24,166,3984,215,Outlet,5.4
Walmart,2021-08-17,Southeast,Florida,Orlando,Men's Apparel,63,166,10458,251,Outlet,2.4
West Gear,2021-07-06,West,Idaho,Boise,Men's Apparel,43,173,7439,298,Outlet,4.01
Foot Locker,2021-09-07,Midwest,Iowa,Des Moines,Women's Street Footwear,25,175,4375,1313,In-store,30.01
West Gear,2021-04-24,West,Oregon,Portland,Men's Street Footwear,44,166,7304,285,Outlet,3.9
Kohl's,2021-02-26,West,Arizona,Phoenix,Men's Street Footwear,27,173,4671,187,Outlet,4.0
West Gear,2021-03-02,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,20,175,3500,1225,In-store,35.0
Foot Locker,2021-01-05,South,Louisiana,New Orleans,Women's Athletic Footwear,26,166,4316,181,Outlet,4.19
Sports Direct,2021-12-25,West,New Mexico,Albuquerque,Women's Apparel,56,173,9688,262,Outlet,2.7
Sports Direct,2021-08-08,West,Idaho,Boise,Men's Apparel,39,166,6474,272,Outlet,4.2
Sports Direct,2021-07-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,37,173,6401,294,Outlet,4.59
Kohl's,2021-01-26,West,Arizona,Phoenix,Women's Apparel,36,166,5976,161,Outlet,2.69
West Gear,2021-05-04,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,35,175,6125,1838,In-store,30.01
Sports Direct,2021-10-13,Southeast,Georgia,Atlanta,Men's Street Footwear,34,173,5882,271,Outlet,4.61
West Gear,2021-08-20,South,Oklahoma,Oklahoma City,Women's Apparel,40,166,6640,312,Outlet,4.7
West Gear,2021-05-04,Midwest,Wisconsin,Milwaukee,Men's Apparel,45,175,7875,3938,In-store,50.01
Sports Direct,2021-10-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,34,173,5882,247,Outlet,4.2
Kohl's,2021-11-20,South,Oklahoma,Oklahoma City,Men's Street Footwear,16,166,2656,117,Outlet,4.41
Sports Direct,2021-11-13,Southeast,Georgia,Atlanta,Men's Street Footwear,36,173,6228,262,Outlet,4.21
West Gear,2020-02-02,West,Nevada,Las Vegas,Men's Athletic Footwear,62,165,10230,419,Online,4.1
West Gear,2021-10-21,South,Oklahoma,Oklahoma City,Men's Street Footwear,20,173,3460,163,Outlet,4.71
West Gear,2020-02-03,West,Nevada,Las Vegas,Women's Street Footwear,62,165,10230,604,Online,5.9
West Gear,2021-06-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25,175,4375,1313,In-store,30.01
Foot Locker,2021-12-03,Northeast,Connecticut,Hartford,Men's Street Footwear,45,173,7785,327,Outlet,4.2
Sports Direct,2021-08-27,South,Alabama,Birmingham,Women's Street Footwear,15,173,2595,145,Online,5.59
West Gear,2020-02-26,West,Nevada,Las Vegas,Men's Athletic Footwear,59,165,9735,341,Online,3.5
West Gear,2021-06-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,35,175,6125,3063,In-store,50.01
Foot Locker,2021-07-06,Northeast,Rhode Island,Providence,Men's Street Footwear,38,173,6574,250,Outlet,3.8
Sports Direct,2021-09-09,South,Alabama,Birmingham,Women's Athletic Footwear,44,173,7612,563,Online,7.4
Sports Direct,2021-05-13,Northeast,Massachusetts,Boston,Men's Street Footwear,41,173,7093,255,Outlet,3.6
Amazon,2021-02-22,West,Alaska,Anchorage,Men's Street Footwear,51,173,8823,415,Online,4.7
Amazon,2021-01-21,Northeast,Vermont,Burlington,Men's Street Footwear,34,173,5882,253,Outlet,4.3
Walmart,2021-05-18,Southeast,Florida,Orlando,Women's Apparel,67,173,11591,672,Online,5.8
West Gear,2020-01-20,West,Nevada,Las Vegas,Men's Street Footwear,41,171,7011,294,Outlet,4.19
Sports Direct,2021-07-15,Midwest,Michigan,Detroit,Women's Street Footwear,46,173,7958,358,Online,4.5
West Gear,2020-01-26,West,Nevada,Las Vegas,Men's Street Footwear,43,171,7353,353,Outlet,4.8
Sports Direct,2021-12-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,67,160,10720,536,Online,5.0
West Gear,2020-02-09,West,Nevada,Las Vegas,Women's Street Footwear,47,171,8037,362,Outlet,4.5
Foot Locker,2021-07-17,Midwest,Missouri,St. Louis,Women's Apparel,41,160,6560,400,Online,6.1
West Gear,2020-02-25,West,Nevada,Las Vegas,Men's Street Footwear,47,171,8037,321,Outlet,3.99
Sports Direct,2021-09-15,Midwest,Michigan,Detroit,Women's Apparel,48,173,8304,540,Online,6.5
Sports Direct,2021-03-16,Southeast,Florida,Orlando,Men's Street Footwear,35,171,5985,203,Outlet,3.39
West Gear,2021-10-11,West,Utah,Salt Lake City,Men's Street Footwear,28,173,4844,247,Online,5.1
Walmart,2021-04-17,Southeast,Florida,Orlando,Men's Street Footwear,47,171,8037,289,Outlet,3.6
West Gear,2021-07-10,West,Utah,Salt Lake City,Men's Athletic Footwear,29,160,4640,223,Online,4.81
West Gear,2021-11-24,West,Oregon,Portland,Men's Street Footwear,44,173,7612,350,Online,4.6
West Gear,2021-07-23,West,Oregon,Portland,Women's Athletic Footwear,61,171,10431,428,Outlet,4.1
West Gear,2021-05-18,South,Louisiana,New Orleans,Men's Street Footwear,43,160,6880,365,Online,5.31
West Gear,2020-03-27,West,Colorado,Denver,Men's Street Footwear,37,165,6105,293,Online,4.8
West Gear,2021-12-23,West,Oregon,Portland,Women's Apparel,77,173,13321,533,Online,4.0
Kohl's,2021-07-25,West,New Mexico,Albuquerque,Women's Street Footwear,39,171,6669,247,Outlet,3.7
Kohl's,2021-07-25,West,New Mexico,Albuquerque,Women's Street Footwear,58,160,9280,445,Online,4.8
West Gear,2020-06-19,West,Washington,Seattle,Men's Street Footwear,55,165,9075,372,Online,4.1
Sports Direct,2021-10-04,West,Idaho,Boise,Men's Athletic Footwear,37,173,6401,346,Online,5.41
Kohl's,2021-10-26,West,New Mexico,Albuquerque,Men's Street Footwear,35,171,5985,221,Outlet,3.69
Kohl's,2021-11-26,West,New Mexico,Albuquerque,Men's Street Footwear,58,160,9280,455,Online,4.9
Kohl's,2021-01-29,Midwest,Montana,Billings,Women's Street Footwear,44,165,7260,399,Online,5.5
Sports Direct,2021-07-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,51,173,8823,450,Online,5.1
Foot Locker,2021-11-21,Northeast,Maryland,Baltimore,Women's Street Footwear,50,170,8500,2975,In-store,35.0
Sports Direct,2021-05-14,Southeast,Georgia,Atlanta,Men's Street Footwear,47,160,7520,406,Online,5.4
Sports Direct,2021-04-19,South,Tennessee,Knoxville,Men's Apparel,43,165,7095,376,Online,5.3
West Gear,2020-12-23,West,California,San Francisco,Men's Apparel,51,170,8670,468,Outlet,5.4
Sports Direct,2021-10-04,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,34,160,5440,294,Online,5.4
Foot Locker,2021-06-26,Midwest,Nebraska,Omaha,Men's Street Footwear,43,165,7095,362,Online,5.1
Foot Locker,2021-11-21,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,49,170,8330,475,Outlet,5.7
Walmart,2021-06-21,South,Arkansas,Little Rock,Women's Apparel,54,160,8640,467,Online,5.41
West Gear,2020-02-12,West,Nevada,Las Vegas,Women's Apparel,61,170,10370,280,Outlet,2.7
Sports Direct,2021-07-08,Midwest,North Dakota,Fargo,Men's Street Footwear,48,160,7680,376,Online,4.9
West Gear,2020-03-14,West,Nevada,Las Vegas,Women's Apparel,56,170,9520,171,Outlet,1.8
Sports Direct,2021-11-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,58,173,10034,542,Online,5.4
West Gear,2021-06-03,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,32,160,5120,225,Online,4.39
Sports Direct,2021-03-15,South,Tennessee,Knoxville,Women's Apparel,24,170,4080,216,Outlet,5.29
Sports Direct,2021-01-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,29,173,5017,276,Online,5.5
West Gear,2021-02-10,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,34,160,5440,299,Online,5.5
Sports Direct,2021-03-30,South,Tennessee,Knoxville,Women's Street Footwear,15,170,2550,112,Outlet,4.39
Foot Locker,2021-05-13,Northeast,Delaware,Wilmington,Men's Street Footwear,51,160,8160,392,Online,4.8
Walmart,2021-11-17,Southeast,Florida,Orlando,Women's Athletic Footwear,47,170,7990,272,Outlet,3.4
Amazon,2021-01-13,Southeast,North Carolina,Charlotte,Women's Apparel,32,173,5536,360,Online,6.5
Sports Direct,2020-07-29,South,Texas,Houston,Men's Apparel,28,160,4480,148,Outlet,3.3
Amazon,2021-07-09,Midwest,Ohio,Columbus,Women's Street Footwear,51,173,8823,450,Online,5.1
Amazon,2021-09-09,Midwest,Ohio,Columbus,Men's Athletic Footwear,47,173,8131,382,Online,4.7
Sports Direct,2021-10-13,South,Texas,Dallas,Women's Athletic Footwear,50,160,8000,416,Outlet,5.2
West Gear,2021-01-12,Southeast,Florida,Orlando,Men's Apparel,51,165,8415,379,Online,4.5
Sports Direct,2021-05-19,South,Tennessee,Knoxville,Men's Apparel,38,160,6080,286,Outlet,4.7
West Gear,2021-03-08,Northeast,New York,Albany,Men's Athletic Footwear,44,165,7260,334,Online,4.6
Foot Locker,2021-03-22,West,Arizona,Phoenix,Men's Street Footwear,29,160,4640,186,Outlet,4.01
Kohl's,2021-03-10,West,Wyoming,Cheyenne,Women's Apparel,37,165,6105,226,Online,3.7
Kohl's,2021-07-25,West,New Mexico,Albuquerque,Men's Apparel,40,160,6400,205,Outlet,3.2
Foot Locker,2021-12-10,West,Wyoming,Cheyenne,Women's Street Footwear,44,165,7260,334,Online,4.6
Kohl's,2021-07-25,West,New Mexico,Albuquerque,Women's Apparel,49,160,7840,251,Outlet,3.2
West Gear,2021-07-23,West,Oregon,Portland,Women's Athletic Footwear,82,165,13530,649,Online,4.8
Sports Direct,2021-12-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,45,160,7200,288,Outlet,4.0
West Gear,2021-12-23,West,Oregon,Portland,Women's Street Footwear,67,165,11055,497,Online,4.5
Foot Locker,2021-12-12,Southeast,Georgia,Atlanta,Women's Apparel,47,160,7520,226,Outlet,3.01
Kohl's,2021-03-25,West,New Mexico,Albuquerque,Men's Street Footwear,44,165,7260,363,Online,5.0
Foot Locker,2021-02-18,South,Mississippi,Jackson,Women's Apparel,20,160,3200,182,Outlet,5.69
Kohl's,2021-10-26,West,New Mexico,Albuquerque,Men's Street Footwear,48,165,7920,396,Online,5.0
Walmart,2021-09-16,South,Mississippi,Jackson,Women's Apparel,26,160,4160,233,Outlet,5.6
Sports Direct,2021-12-06,Northeast,Rhode Island,Providence,Men's Street Footwear,48,160,7680,300,Outlet,3.91
Foot Locker,2021-06-06,Midwest,Illinois,Chicago,Men's Street Footwear,44,158,6952,355,Online,5.11
Sports Direct,2021-08-13,Midwest,Illinois,Chicago,Women's Street Footwear,27,158,4266,175,Online,4.1
Sports Direct,2021-10-20,South,Texas,Dallas,Men's Apparel,58,158,9164,458,Online,5.0
Foot Locker,2021-12-03,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,60,158,9480,626,Online,6.6
West Gear,2021-01-12,Southeast,Florida,Orlando,Women's Athletic Footwear,30,170,5100,189,Outlet,3.71
West Gear,2020-01-08,West,Nevada,Las Vegas,Men's Street Footwear,34,158,5372,269,Online,5.01
Sports Direct,2021-02-17,Southeast,Virginia,Richmond,Women's Street Footwear,17,170,2890,104,Outlet,3.6
Kohl's,2021-01-03,Midwest,Montana,Billings,Men's Street Footwear,34,158,5372,306,Online,5.7
West Gear,2021-12-10,West,Utah,Salt Lake City,Men's Athletic Footwear,22,170,3740,157,Outlet,4.2
Sports Direct,2021-09-25,South,Alabama,Birmingham,Men's Athletic Footwear,29,158,4582,289,Online,6.31
West Gear,2021-12-10,West,Utah,Salt Lake City,Women's Apparel,29,170,4930,256,Outlet,5.19
Amazon,2021-11-11,Northeast,Maine,Portland,Men's Street Footwear,54,158,8532,401,Online,4.7
Foot Locker,2021-10-23,West,Arizona,Phoenix,Men's Street Footwear,36,170,6120,257,Outlet,4.2
Foot Locker,2021-05-11,West,Hawaii,Honolulu,Men's Street Footwear,51,158,8058,298,Online,3.7
Kohl's,2021-11-26,West,New Mexico,Albuquerque,Women's Apparel,56,170,9520,286,Outlet,3.0
Walmart,2021-11-10,West,Hawaii,Honolulu,Men's Street Footwear,51,158,8058,298,Online,3.7
West Gear,2021-12-19,South,Arkansas,Little Rock,Women's Apparel,55,170,9350,421,Outlet,4.5
Sports Direct,2021-06-17,Midwest,Michigan,Detroit,Women's Athletic Footwear,43,158,6794,326,Online,4.8
Sports Direct,2021-09-03,Northeast,Connecticut,Hartford,Men's Street Footwear,43,170,7310,344,Outlet,4.71
Sports Direct,2021-07-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,47,158,7426,334,Online,4.5
Walmart,2020-08-22,South,Texas,Houston,Men's Apparel,41,169,6929,312,Online,4.5
West Gear,2021-05-25,West,Oregon,Portland,Women's Apparel,54,158,8532,384,Online,4.5
Walmart,2020-09-03,South,Texas,Houston,Men's Apparel,41,169,6929,277,Online,4.0
Kohl's,2021-09-12,Midwest,Kansas,Wichita,Men's Street Footwear,47,165,7755,388,Online,5.0
West Gear,2021-06-24,West,Oregon,Portland,Women's Athletic Footwear,74,158,11692,585,Online,5.0
Amazon,2021-05-17,Northeast,New Hampshire,Manchester,Men's Street Footwear,64,173,11072,587,Online,5.3
Walmart,2020-10-30,South,Texas,Houston,Men's Apparel,42,169,7098,319,Online,4.49
West Gear,2021-03-16,Northeast,West Virginia,Charleston,Men's Street Footwear,28,165,4620,236,Online,5.11
Sports Direct,2021-03-02,Southeast,North Carolina,Charlotte,Men's Apparel,37,158,5846,263,Online,4.5
Kohl's,2021-03-15,West,California,Los Angeles,Women's Street Footwear,44,169,7436,372,Online,5.0
Amazon,2021-03-17,Northeast,New Hampshire,Manchester,Men's Street Footwear,49,165,8085,404,Online,5.0
Amazon,2021-02-11,Southeast,North Carolina,Charlotte,Women's Street Footwear,23,158,3634,182,Online,5.01
Kohl's,2021-03-21,West,California,Los Angeles,Women's Street Footwear,42,169,7098,390,Online,5.49
West Gear,2020-11-11,West,California,San Francisco,Men's Apparel,42,165,6930,395,Outlet,5.7
Foot Locker,2021-02-22,Northeast,New Hampshire,Manchester,Men's Street Footwear,52,173,8996,405,Online,4.5
Amazon,2021-08-10,Midwest,Ohio,Columbus,Women's Athletic Footwear,41,158,6478,330,Online,5.09
Kohl's,2021-04-14,West,California,Los Angeles,Men's Athletic Footwear,47,169,7943,278,Online,3.5
Kohl's,2021-04-23,West,California,Los Angeles,Men's Apparel,39,165,6435,386,Outlet,6.0
West Gear,2020-11-05,West,California,San Francisco,Men's Apparel,38,173,6574,355,Outlet,5.4
Foot Locker,2021-12-21,Southeast,Kentucky,Louisville,Men's Street Footwear,59,158,9322,513,Online,5.5
Sports Direct,2021-08-24,South,Alabama,Birmingham,Women's Apparel,14,165,2310,155,Outlet,6.71
Kohl's,2021-05-04,West,California,Los Angeles,Women's Athletic Footwear,47,169,7943,381,Online,4.8
Foot Locker,2021-01-20,Southeast,Kentucky,Louisville,Women's Street Footwear,18,158,2844,156,Online,5.49
Kohl's,2021-04-10,West,California,Los Angeles,Women's Athletic Footwear,31,173,5363,204,Outlet,3.8
Sports Direct,2021-08-28,South,Alabama,Birmingham,Women's Athletic Footwear,26,165,4290,262,Outlet,6.11
Kohl's,2021-05-21,West,California,Los Angeles,Women's Street Footwear,47,169,7943,397,Online,5.0
West Gear,2020-01-08,West,Nevada,Las Vegas,Men's Street Footwear,27,173,4671,201,Outlet,4.3
Foot Locker,2021-01-20,Southeast,Kentucky,Louisville,Women's Apparel,29,158,4582,284,Online,6.2
Sports Direct,2021-09-04,South,Alabama,Birmingham,Men's Apparel,38,165,6270,295,Outlet,4.7
Sports Direct,2021-08-24,South,Texas,Dallas,Men's Athletic Footwear,39,169,6591,330,Online,5.01
Sports Direct,2021-09-19,South,Alabama,Birmingham,Men's Athletic Footwear,36,173,6228,343,Outlet,5.51
West Gear,2021-02-10,Southeast,Florida,Orlando,Men's Athletic Footwear,31,165,5115,210,Outlet,4.11
Sports Direct,2021-10-05,South,Texas,Dallas,Men's Athletic Footwear,38,169,6422,328,Online,5.11
Sports Direct,2021-12-23,Southeast,Virginia,Richmond,Women's Street Footwear,53,165,8745,350,Outlet,4.0
West Gear,2020-08-15,Southeast,Florida,Miami,Women's Athletic Footwear,38,169,6422,283,Online,4.41
West Gear,2021-11-11,West,Utah,Salt Lake City,Men's Street Footwear,22,165,3630,156,Outlet,4.3
Kohl's,2021-01-27,Midwest,Montana,Billings,Men's Street Footwear,36,169,6084,359,Online,5.9
Sports Direct,2021-03-16,South,Tennessee,Knoxville,Men's Street Footwear,24,169,4056,203,Online,5.0
Sports Direct,2021-03-28,South,Tennessee,Knoxville,Men's Street Footwear,19,169,3211,161,Online,5.01
West Gear,2021-11-17,South,Louisiana,New Orleans,Women's Athletic Footwear,40,155,6200,285,Outlet,4.6
West Gear,2021-11-24,West,Oregon,Portland,Women's Apparel,53,165,8745,324,Outlet,3.7
Sports Direct,2021-04-11,South,Tennessee,Knoxville,Women's Street Footwear,36,169,6084,310,Online,5.1
